Fecha;Fuente;Autor
2025-11-21;Perfumarte;Adrian Pons

Categoría;Nombre;Importe;Divisa;URL;URL_Imagen
Mujer;Dulce Mediterraneo (YLB);12.2;€;https://www.perfumarte.com/tienda/dulces/dulce-mediterraneo-ylb.html;https://www.perfumarte.com/tienda/6205-home_default/dulce-mediterraneo-ylb.jpg
Mujer;Dulce Pasión (TMA);12.2;€;https://www.perfumarte.com/tienda/dulces/dulce-pasion-tma.html;https://www.perfumarte.com/tienda/6184-home_default/dulce-pasion-tma.jpg
Mujer;Lima Ambarada (DGL);12.2;€;https://www.perfumarte.com/tienda/citricos/lima-ambarada-dgl.html;https://www.perfumarte.com/tienda/6328-home_default/lima-ambarada-dgl.jpg
Mujer;Corazón de Gardenia (TFB);12.2;€;https://www.perfumarte.com/tienda/empolvados/corazon-de-gardenia-tfb.html;https://www.perfumarte.com/tienda/6200-home_default/corazon-de-gardenia-tfb.jpg
Mujer;Dulce Cachemir (PCA);12.2;€;https://www.perfumarte.com/tienda/dulces/dulce-cachemir-pca.html;https://www.perfumarte.com/tienda/6144-home_default/dulce-cachemir-pca.jpg
Mujer;Dulce Chocolate (LAV);12.2;€;https://www.perfumarte.com/tienda/dulces/dulce-chocolate-lav.html;https://www.perfumarte.com/tienda/6158-home_default/dulce-chocolate-lav.jpg
Mujer;Corazón Empolvado (KFL);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/corazon-empolvado-kfl.html;https://www.perfumarte.com/tienda/6128-home_default/corazon-empolvado-kfl.jpg
Mujer;Dulce Nardo (GIT);12.2;€;https://www.perfumarte.com/tienda/dulces/dulce-nardo-git.html;https://www.perfumarte.com/tienda/6120-home_default/dulce-nardo-git.jpg
Mujer;Pétalos de pasión (TOL);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/petalos-de-pasion-tol.html;https://www.perfumarte.com/tienda/6386-home_default/petalos-de-pasion-tol.jpg
Mujer;Alma de Ibiza (LOI);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/alma-de-ibiza-loi.html;https://www.perfumarte.com/tienda/6116-home_default/alma-de-ibiza-loi.jpg
Mujer;Alma de Mango (PCF);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/alma-de-mango-pcf.html;https://www.perfumarte.com/tienda/6106-home_default/alma-de-mango-pcf.jpg
Mujer;Pétalos de Calabria (PRX);12.2;€;https://www.perfumarte.com/tienda/florales/petalos-de-calabria-prx.html;https://www.perfumarte.com/tienda/6126-home_default/petalos-de-calabria-prx.jpg
Mujer;Pétalos Preciosos (GUF);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/petalos-preciosos-guf.html;https://www.perfumarte.com/tienda/6150-home_default/petalos-preciosos-guf.jpg
Mujer;Dulce Peonía (CHU);12.2;€;https://www.perfumarte.com/tienda/dulces/dulce-peonia-chu.html;https://www.perfumarte.com/tienda/6059-home_default/dulce-peonia-chu.jpg
Mujer;Agua de Bamboo (BVO);12.2;€;https://www.perfumarte.com/tienda/frescos/agua-de-bamboo-bvo.html;https://www.perfumarte.com/tienda/6076-home_default/agua-de-bamboo-bvo.jpg
Mujer;Corazón de Gardenia (PCM);12.2;€;https://www.perfumarte.com/tienda/perfume-de-mujer/corazon-de-gardenia-pcm.html;https://www.perfumarte.com/tienda/6094-home_default/corazon-de-gardenia-pcm.jpg
